"","Species","Trophic_level","Diel_activity","Habitat_breadth_IUCN","Artificial_habitat_use","Forest","Savanna","Shrubland","Grassland","Wetland","Rocky.areas","Caves.and.subterranean","Desert","Marine","Marine.intertidal.or.coastal.supratidal","Artificial","Introduced.vegetation","Other.Unknown","Class","Order","Family","Genus","Body_mass_g","Maturity_d","Max_longevity_d","Litter_clutch_size"
"377","Lanius senator","Carnivore","Other",NA,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Laniidae","Lanius",35.985,364.617,2130.625,5.35
"378","Larus argentatus","Carnivore","Other",NA,"TRUE","0","0","0","0","1","0","0","0","1","1","1","0","0","Aves","Charadriiformes","Laridae","Larus",1090.99,1458.851,17897.25,2.8
"379","Larus armenicus","Carnivore","Other",NA,"TRUE","0","0","0","0","1","0","0","0","1","1","1","0","0","Aves","Charadriiformes","Laridae","Larus",868.995,1293.35668334524,14503.60669,3
"380","Larus cachinnans","Carnivore","Other",NA,"TRUE","0","0","0","0","1","0","0","0","1","1","1","0","0","Aves","Charadriiformes","Laridae","Larus",1111.89,1460,17897.25,2.6
"381","Larus canus","Carnivore","Other",NA,"TRUE","0","0","0","1","1","0","0","0","1","1","1","0","0","Aves","Charadriiformes","Laridae","Larus",412.53,911.351,12308.92,3
"382","Larus fuscus","Carnivore","Other",NA,"TRUE","0","0","0","1","1","0","0","0","1","1","1","0","0","Aves","Charadriiformes","Laridae","Larus",762.36,1460,17897.25,2.7
"383","Larus glaucoides","Carnivore","Other",NA,"FALSE","0","0","0","0","0","1","0","0","1","1","0","0","0","Aves","Charadriiformes","Laridae","Larus",942.48,1460,14975.25,2.495
"384","Larus hyperboreus","Carnivore","Other",NA,"FALSE","0","0","0","0","0","0","0","0","1","1","0","0","0","Aves","Charadriiformes","Laridae","Larus",1529.04,1460,7700.687,2.8
"385","Larus marinus","Carnivore","Other",NA,"FALSE","0","0","0","0","0","0","0","0","1","1","0","0","0","Aves","Charadriiformes","Laridae","Larus",1654.105,1732.218,10653.13,3
"386","Limicola falcinellus","Carnivore","Other",NA,"TRUE","0","0","0","0","1","0","0","0","0","1","1","0","0","Aves","Charadriiformes","Scolopacidae","Limicola",42.55,367.6454035,2495.87499987825,4
"387","Limosa lapponica","Carnivore","Other",NA,"FALSE","0","0","0","0","1","0","0","0","1","1","0","0","0","Aves","Charadriiformes","Scolopacidae","Limosa",299.9661,729.234,12083.69,4
"388","Limosa limosa","Carnivore","Other",NA,"TRUE","0","0","0","1","1","0","0","0","1","1","1","0","0","Aves","Charadriiformes","Scolopacidae","Limosa",291,729.234,8613.812,3.95
"389","Linaria cannabina","Herbivore","Other",NA,"TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Fringillidae","Linaria",19.53,364.617,3439.559,4.9
"390","Linaria flavirostris","Carnivore","Other",NA,"FALSE","0","0","1","1","0","1","0","0","0","0","0","0","0","Aves","Passeriformes","Fringillidae","Linaria",16.45,364.617,2228.025,5.5
"391","Locustella fluviatilis","Carnivore","Other",NA,"FALSE","1","1","1","1","1","0","0","0","0","0","0","0","0","Aves","Passeriformes","Locustellidae","Locustella",18.025,364.162159443723,2526.313,5.2
"392","Locustella lanceolata","Carnivore","Other",NA,"TRUE","0","0","1","1","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Locustellidae","Locustella",11.45,364.803626574675,3065.32197775805,4.45
"393","Locustella luscinioides","Carnivore","Other",NA,"TRUE","1","1","1","0","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Locustellidae","Locustella",14.75,365,3561.188,4.5
"394","Locustella naevia","Carnivore","Other",NA,"TRUE","0","0","1","1","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Locustellidae","Locustella",14.85,365,2161.063,5.5
"395","Lophophanes cristatus","Carnivore","Other",NA,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Paridae","Lophophanes",11.05,364.617,4236.9,6.5
"396","Loxia curvirostra","Herbivore","Other",NA,"TRUE","1","0","0","0","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Fringillidae","Loxia",39.5,364.617,5874.437,3.4
"397","Loxia leucoptera","Carnivore","Other",NA,"FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Aves","Passeriformes","Fringillidae","Loxia",28.69,367.932367428571,1461,3.75
"398","Loxia pytyopsittacus","Herbivore","Other",NA,"FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Aves","Passeriformes","Fringillidae","Loxia",53.125,364.352179761904,2191.5,3.5
"399","Loxia scotica","Herbivore","Other",NA,"FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Aves","Passeriformes","Fringillidae","Loxia",43.17,364.617,5874.437,3.5
"400","Lullula arborea","Carnivore","Other",NA,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Alaudidae","Lullula",27.825,364.617,1826.25,3.735
"401","Luscinia calliope","Carnivore","Other",NA,"TRUE","1","0","1","0","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Muscicapidae","Luscinia",21.15,364.177858145188,4171.72232380478,5
"402","Luscinia luscinia","Carnivore","Other",NA,"TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Muscicapidae","Luscinia",25,364.617,3256.813,4.5
"403","Luscinia megarhynchos","Carnivore","Other",NA,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Muscicapidae","Luscinia",19.93333,364.617,3987.313,4.78
"404","Luscinia svecica","Carnivore","Other",NA,"TRUE","1","0","1","1","1","0","0","0","0","1","1","0","0","Aves","Passeriformes","Muscicapidae","Luscinia",17.23,365,4169.938,5.9
"405","Lymnocryptes minimus","Carnivore","Other",NA,"TRUE","0","0","0","1","1","0","0","0","0","1","1","0","0","Aves","Charadriiformes","Scolopacidae","Lymnocryptes",50.2,365,4504.75,4
"406","Lyrurus mlokosiewiczi","Herbivore","Other",NA,"FALSE","1","0","0","1","0","0","0","0","0","0","0","0","0","Aves","Galliformes","Phasianidae","Lyrurus",814.745,545.202,5146.21462638203,6
"407","Lyrurus tetrix","Herbivore","Other",NA,"FALSE","1","0","1","1","1","0","0","0","0","0","1","0","0","Aves","Galliformes","Phasianidae","Lyrurus",1082.5,410.0505,4474.312,8
"408","Marmaronetta angustirostris","Herbivore","Other",NA,"TRUE","0","0","0","0","1","0","0","0","0","1","1","0","0","Aves","Anseriformes","Anatidae","Marmaronetta",498.5,363.468,9660.90562322403,10.5
"409","Melanitta fusca","Carnivore","Other",NA,"FALSE","1","0","0","1","1","0","0","0","1","0","0","0","0","Aves","Anseriformes","Anatidae","Melanitta",1766.085,774.6675,7822.438,8.430435
"410","Melanitta nigra","Carnivore","Other",NA,"FALSE","0","0","1","0","1","0","0","0","1","0","0","0","0","Aves","Anseriformes","Anatidae","Melanitta",1052.1,774.6675,6544.063,8.5
"411","Melanocorypha bimaculata","Omnivore","Other",NA,"FALSE","0","0","0","1","0","1","0","0","0","0","0","0","0","Aves","Passeriformes","Alaudidae","Melanocorypha",54.3,369.74763047619,3668.4217813196,3.96
"412","Melanocorypha calandra","Carnivore","Other",NA,"TRUE","0","0","0","1","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Alaudidae","Melanocorypha",60.65,364.646143074675,3422.74389956761,4.35
"413","Melanocorypha leucoptera","Omnivore","Other",NA,"TRUE","0","0","0","1","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Alaudidae","Melanocorypha",44.425,364.373135461229,3339.4838474052,5.25
"414","Mergellus albellus","Carnivore","Other",NA,"FALSE","1","0","0","0","1","0","0","0","1","1","0","0","0","Aves","Anseriformes","Anatidae","Mergellus",610,726.936,3652.5,8
"415","Mergus merganser","Carnivore","Other",NA,"FALSE","1","0","0","0","1","0","0","0","1","0","0","0","0","Aves","Anseriformes","Anatidae","Mergus",1462.5,730,5417.875,9.8
"416","Mergus serrator","Carnivore","Other",NA,"FALSE","0","0","0","0","1","0","0","0","1","1","0","0","0","Aves","Anseriformes","Anatidae","Mergus",1021.5,729.234,7792,9.1
"417","Merops apiaster","Carnivore","Other",NA,"TRUE","1","1","1","1","1","0","0","0","0","0","1","0","0","Aves","Coraciiformes","Meropidae","Merops",58.8,364.617,2556.75,5.85
"418","Merops superciliosus","Carnivore","Other",NA,"TRUE","1","1","1","1","1","0","0","0","0","1","1","0","0","Aves","Coraciiformes","Meropidae","Merops",44.075,386.1053075,4842.51989607087,4.25
"419","Milvus migrans","Carnivore","Other",NA,"TRUE","1","1","1","1","1","0","0","1","0","1","1","0","0","Aves","Accipitriformes","Accipitridae","Milvus",734.1,1095,8766,2.5
"420","Milvus milvus","Carnivore","Other",NA,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Aves","Accipitriformes","Accipitridae","Milvus",1080,1048.418,13879.5,2
"421","Monticola saxatilis","Carnivore","Other",NA,"FALSE","0","1","1","1","0","1","0","0","0","0","0","0","0","Aves","Passeriformes","Muscicapidae","Monticola",50,362.4297955,3879.62360708435,4.25
"422","Monticola solitarius","Carnivore","Other",NA,"FALSE","0","0","1","1","0","1","0","0","0","0","1","0","0","Aves","Passeriformes","Muscicapidae","Monticola",53.65,361.553641309524,3570.3784532711,4.37
"423","Montifringilla nivalis","Herbivore","Other",NA,"FALSE","0","0","0","0","0","1","0","0","0","0","0","0","0","Aves","Passeriformes","Passeridae","Montifringilla",36,362.496498333333,3767.81478006696,4.5
"424","Morus bassanus","Carnivore","Other",NA,"FALSE","0","0","0","0","0","0","0","0","1","1","0","0","0","Aves","Suliformes","Sulidae","Morus",2999.12,1092.702,13666.56,1
"425","Motacilla alba","Carnivore","Other",NA,"TRUE","0","0","0","1","1","0","0","1","0","1","1","0","0","Aves","Passeriformes","Motacillidae","Motacilla",23.93,364.617,4991.75,5.25
"426","Motacilla cinerea","Carnivore","Other",NA,"TRUE","0","0","0","1","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Motacillidae","Motacilla",17.2,365,2922,4.98
"427","Motacilla citreola","Carnivore","Other",NA,"TRUE","0","0","1","1","1","0","0","0","0","1","1","0","0","Aves","Passeriformes","Motacillidae","Motacilla",19.225,366.477836510073,3932.61186993667,4.5
"428","Motacilla flava","Carnivore","Other",NA,"TRUE","0","0","1","1","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Motacillidae","Motacilla",17.575,364.617,3226.619,5.2
"429","Muscicapa striata","Carnivore","Other",NA,"TRUE","1","1","1","0","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Muscicapidae","Muscicapa",16.825,364.617,4309.95,3.5
"430","Neophron percnopterus","Carnivore","Other",NA,"TRUE","0","1","1","1","1","1","0","0","0","0","1","0","0","Aves","Accipitriformes","Accipitridae","Neophron",2039.333,1817.34,13514.25,2
"431","Netta rufina","Herbivore","Other",NA,"FALSE","0","0","0","0","1","0","0","0","0","0","0","0","0","Aves","Anseriformes","Anatidae","Netta",1096.5,365,3195.938,9
"432","Nucifraga caryocatactes","Herbivore","Other",NA,"FALSE","1","0","0","0","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Corvidae","Nucifraga",182.51,365,5917.05,3.5
"433","Numenius arquata","Carnivore","Other",NA,"TRUE","1","0","1","1","1","0","0","0","0","1","1","0","0","Aves","Charadriiformes","Scolopacidae","Numenius",802.99,729.234,11627.12,4
"434","Numenius phaeopus","Carnivore","Other",NA,"TRUE","1","0","1","1","1","0","0","0","1","1","1","0","0","Aves","Charadriiformes","Scolopacidae","Numenius",376.0441,729.234,5880.525,4
"435","Nycticorax nycticorax","Carnivore","Other",NA,"FALSE","1","0","0","0","1","0","0","0","0","1","0","0","0","Aves","Pelecaniformes","Ardeidae","Nycticorax",800,365,7706.775,4
"436","Oceanodroma castro","Carnivore","Other",NA,"FALSE","0","0","0","0","0","1","0","0","1","1","0","0","0","Aves","Procellariiformes","Hydrobatidae","Oceanodroma",43.65,1826,13149,1
"437","Oceanodroma leucorhoa","Carnivore","Other",NA,"FALSE","0","0","0","0","0","0","0","0","1","1","0","0","0","Aves","Procellariiformes","Hydrobatidae","Oceanodroma",37.05952,1826,13149,1
"438","Oenanthe chrysopygia","Carnivore","Other",NA,"TRUE","0","0","1","1","1","1","0","0","0","0","1","0","0","Aves","Passeriformes","Muscicapidae","Oenanthe",22.7,364.512281838935,3376.1594278531,4.95
"439","Oenanthe cypriaca","Carnivore","Other",NA,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Aves","Passeriformes","Muscicapidae","Oenanthe",17.5,368.21932922619,3902.86152359976,5.09
"440","Oenanthe deserti","Carnivore","Other",NA,"TRUE","0","0","1","1","0","1","0","1","0","0","1","0","0","Aves","Passeriformes","Muscicapidae","Oenanthe",19.85,364.6017325,3605.07220755452,4.5
"441","Oenanthe finschii","Carnivore","Other",NA,"FALSE","0","0","1","1","0","1","0","1","0","0","0","0","0","Aves","Passeriformes","Muscicapidae","Oenanthe",27.38,367.424234666666,3525.37272253166,5
"442","Oenanthe hispanica","Carnivore","Other",NA,"TRUE","0","0","1","0","0","1","0","0","0","0","1","0","0","Aves","Passeriformes","Muscicapidae","Oenanthe",15.1,364.636504422269,3601.53802253856,5
"443","Oenanthe isabellina","Carnivore","Other",NA,"TRUE","0","0","1","1","0","1","0","1","0","1","1","0","0","Aves","Passeriformes","Muscicapidae","Oenanthe",29.4,366.175339362744,3532.64049134855,5.5
"444","Oenanthe leucura","Carnivore","Other",NA,"FALSE","1","0","1","0","0","1","0","0","0","1","0","0","0","Aves","Passeriformes","Muscicapidae","Oenanthe",40.25,378.66057985119,3791.4014781072,4
"445","Oenanthe oenanthe","Carnivore","Other",NA,"TRUE","0","1","1","1","1","1","0","1","0","1","1","0","0","Aves","Passeriformes","Muscicapidae","Oenanthe",23.775,364.617,3682.937,5.5
"446","Oenanthe pleschanka","Carnivore","Other",NA,"TRUE","1","1","1","1","0","1","0","0","0","0","1","0","0","Aves","Passeriformes","Muscicapidae","Oenanthe",19.36,368.117040869047,4005.39038032715,5.09
"447","Onychoprion fuscatus","Carnivore","Other",NA,"FALSE","0","0","0","0","0","0","0","0","1","1","0","0","0","Aves","Charadriiformes","Laridae","Onychoprion",185.5,1458.468,13075.95,1
"448","Oriolus oriolus","Carnivore","Other",NA,"TRUE","1","1","1","0","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Oriolidae","Oriolus",77.85,365,5417.875,3.5
"449","Otis tarda","Carnivore","Other",NA,"TRUE","0","0","0","1","0","0","0","0","0","0","1","0","0","Aves","Otidiformes","Otididae","Otis",7327.71,1635.606,10336.58,2.5
"450","Otus brucei","Carnivore","Nocturnal",NA,"TRUE","0","0","1","0","0","1","0","1","0","0","1","0","0","Aves","Strigiformes","Strigidae","Otus",105,385.938400672269,4417.01082232955,4.7
"451","Otus scops","Carnivore","Nocturnal",NA,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Aves","Strigiformes","Strigidae","Otus",94.75,364.617,2495.875,3.75
"452","Oxyura leucocephala","Herbivore","Other",NA,"TRUE","0","0","0","0","1","0","0","0","0","1","1","0","0","Aves","Anseriformes","Anatidae","Oxyura",665,405.033179295454,8911.91214972403,7
"453","Pagophila eburnea","Carnivore","Other",NA,"FALSE","0","0","0","0","0","1","0","1","1","1","0","0","0","Aves","Charadriiformes","Laridae","Pagophila",550,730,8735.563,1.75
"454","Pandion haliaetus","Carnivore","Other",NA,"TRUE","1","0","0","0","1","0","0","0","1","1","1","0","0","Aves","Accipitriformes","Pandionidae","Pandion",1485.5,1093.851,11688,3
"455","Panurus biarmicus","Carnivore","Other",NA,"FALSE","0","0","0","0","1","0","0","0","0","0","0","0","0","Aves","Passeriformes","Panuridae","Panurus",13.83439,365,2526.313,6
"456","Parus major","Carnivore","Other",NA,"TRUE","1","0","1","1","0","0","0","1","0","0","1","0","0","Aves","Passeriformes","Paridae","Parus",18,365,5631.059,8.6
"457","Passer domesticus","Herbivore","Other",NA,"TRUE","1","0","1","1","1","1","0","0","0","0","1","0","0","Aves","Passeriformes","Passeridae","Passer",27.7,273.8125,8400.75,4.35
"458","Passer hispaniolensis","Herbivore","Other",NA,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Passeridae","Passer",27.675,364.617,4109.062,4.9
"459","Passer italiae","Herbivore","Other",NA,"TRUE","1","0","1","1","1","1","0","0","0","0","1","0","0","Aves","Passeriformes","Passeridae","Passer",27.3,364.234,8400.75,4.7
"460","Passer moabiticus","Herbivore","Other",NA,"FALSE","0","0","1","0","1","0","0","0","0","0","0","0","0","Aves","Passeriformes","Passeridae","Passer",17.5,365.439143333333,2648.062,4.5
"461","Passer montanus","Herbivore","Other",NA,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Passeridae","Passer",22.05,330.117,4784.775,5
"462","Pastor roseus","Carnivore","Other",NA,"TRUE","0","1","0","1","0","1","0","0","0","0","1","0","0","Aves","Passeriformes","Sturnidae","Pastor",73.11,363.468,4017.75,5
"463","Pelagodroma marina","Carnivore","Other",NA,"FALSE","0","0","0","0","0","0","0","0","1","1","0","0","0","Aves","Procellariiformes","Hydrobatidae","Pelagodroma",53.6,1127.91391075,4017.75,1
"464","Pelecanus crispus","Carnivore","Other",NA,"FALSE","0","0","0","0","1","0","0","0","1","1","0","0","0","Aves","Pelecaniformes","Pelecanidae","Pelecanus",9512.09,957.501,12893.33,2.75
"465","Pelecanus onocrotalus","Carnivore","Other",NA,"FALSE","0","0","0","0","1","0","0","0","1","1","0","0","0","Aves","Pelecaniformes","Pelecanidae","Pelecanus",9421.155,1272.138,18627.75,2
"466","Perdix perdix","Herbivore","Other",NA,"TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Aves","Galliformes","Phasianidae","Perdix",405.4,364.617,2526.313,16
"467","Periparus ater","Carnivore","Other",NA,"TRUE","1","1","1","0","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Paridae","Periparus",9.65,364.617,3469.875,5.7
"468","Perisoreus infaustus","Carnivore","Other",NA,"FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Aves","Passeriformes","Corvidae","Perisoreus",84.5,404.086169166666,6537.975,3.95
"469","Pernis apivorus","Carnivore","Other",NA,"FALSE","1","1","0","0","0","0","0","0","0","0","0","0","0","Aves","Accipitriformes","Accipitridae","Pernis",758,1002.984,10592.25,2
"470","Petronia petronia","Omnivore","Other",NA,"TRUE","0","0","0","1","0","1","0","0","0","0","1","0","0","Aves","Passeriformes","Passeridae","Petronia",31.5,364.423139279412,2556.75,5.5
"471","Phaethon aethereus","Carnivore","Other",NA,"FALSE","0","0","0","0","0","0","0","0","1","1","0","0","0","Aves","Phaethontiformes","Phaethontidae","Phaethon",749.99,884.212418484127,6428.4,1
"472","Phalacrocorax aristotelis","Carnivore","Other",NA,"FALSE","0","0","0","0","0","0","0","0","1","1","0","0","0","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax",1773,1003.875,11176.65,3.07
"473","Phalacrocorax carbo","Carnivore","Other",NA,"FALSE","1","0","0","0","1","0","0","0","1","1","0","0","0","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax",2302.414,1460,9922.625,3.75
"474","Phalacrocorax pygmaeus","Carnivore","Other",NA,"TRUE","0","0","0","1","1","0","0","0","1","1","1","0","0","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax",777.995105187083,687.340820875,8629.13907002436,4.44521386213418
"475","Phalaropus fulicarius","Carnivore","Other",NA,"FALSE","0","0","0","0","1","0","0","0","1","1","0","0","0","Aves","Charadriiformes","Scolopacidae","Phalaropus",55.9,363.468,2221.937,4
"476","Phalaropus lobatus","Carnivore","Other",NA,"TRUE","0","0","0","0","1","0","0","0","1","1","1","0","0","Aves","Charadriiformes","Scolopacidae","Phalaropus",36.68,364.617,3622.184,3.955
"477","Phasianus colchicus","Herbivore","Other",NA,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Aves","Galliformes","Phasianidae","Phasianus",1120.31,240,9861.75,11
"478","Philomachus pugnax","Carnivore","Other",NA,"TRUE","0","0","0","1","1","0","0","0","1","1","1","0","0","Aves","Charadriiformes","Scolopacidae","Philomachus",136,683.8005,5083.0625012175,4
